info: socket.io started
hey 0 [ 'hey', 'hey' ]
hey 1 [ 'hey', 'hey' ]
serialPort: [object Object]
serialPort: [object Object]
opened
opened
[ 0.03, 0.25, 0.22, 8.61 ]
[ 0.02, 0.26, 0.36, 8.54 ]
[ 0.02, 0.37, 0.21, 8.59 ]
[ 0.03, 0.25, 0.22, 8.63 ]
[ 0.01, 0.26, 0.26, 8.55 ]
[ 0.02, 0.33, 0.27, 8.61 ]
[ 0, 0.29, 0.22, 8.55 ]
[ 0.01, 0.25, 0.22, 8.59 ]
[ 0.03, 0.27, 0.35, 8.61 ]
[ 0, 0.35, 0.2, 8.63 ]
[ 0.02, 0.25, 0.21, 8.6 ]
[ 0.02, 0.25, 0.36, 8.48 ]
[ 0.01, 0.38, 0.21, 8.52 ]
[ 0, 0.25, 0.22, 8.61 ]
[ 0.02, 0.27, 0.21, 8.61 ]
[ 0.02, 0.26, 0.43, 8.56 ]
[ 0.01, 0.38, 0.2, 8.53 ]
[ 0.03, 0.26, 0.21, 8.52 ]
[ 0.01, 0.25, 0.34, 8.49 ]
[ 0.02, 0.36, 0.2, 8.53 ]
[ 0.01, 0.25, 0.22, 8.7 ]
[ 0.02, 0.26, 0.35, 8.53 ]
[ 0.02, 0.38, 0.23, 8.52 ]
[ 0.03, 0.26, 0.21, 8.54 ]
[ 0.02, 0.25, 0.22, 8.55 ]
[ 0.02, 0.26, 0.42, 8.53 ]
[ 0.02, 0.37, 0.21, 8.46 ]
[ 0.03, 0.25, 0.21, 8.49 ]
[ 0.01, 0.26, 0.34, 8.53 ]
[ 0.02, 0.35, 0.21, 8.55 ]
[ 0.02, 0.25, 0.21, 8.61 ]
[ 0, 0.26, 0.34, 8.61 ]
[ 0.01, 0.38, 0.22, 8.54 ]
[ 0.02, 0.25, 0.22, 8.5 ]
[ 0.02, 0.26, 0.2, 8.55 ]
[ 0.03, 0.26, 0.34, 8.49 ]
[ 0.03, 0.37, 0.21, 8.5 ]
[ 0.03, 0.25, 0.21, 8.48 ]
[ 0, 0.25, 0.35, 8.5 ]
[ 0.02, 0.37, 0.23, 8.6 ]
[ 0.02, 0.25, 0.24, 8.63 ]
[ 0.01, 0.27, 0.35, 8.52 ]
[ 0.01, 0.38, 0.26, 8.48 ]
[ 0.01, 0.26, 0.21, 8.47 ]
[ 0, 0.26, 0.21, 8.52 ]
[ 4.7, 0.26, 0.34, 8.51 ]
[ 4.55, 0.38, 0.26, 8.53 ]
[ 4.55, 0.32, 0.29, 8.44 ]
[ 4.51, 0.35, 0.43, 8.43 ]
[ 4.75, 0.45, 0.32, 8.44 ]
[ 4.8, 0.25, 0.37, 8.42 ]
[ 4.84, 0.26, 0.22, 8.47 ]
[ 4.87, 0.26, 0.33, 8.49 ]
[ 4.93, 0.36, 0.21, 8.43 ]
[ 5.07, 0.25, 0.22, 8.38 ]
[ 5.18, 0.25, 0.32, 8.34 ]
[ 5.43, 0.37, 0.2, 8.4 ]
[ 5.97, 0.24, 0.22, 8.34 ]
[ 6.81, 0.25, 0.35, 8.34 ]
[ 7.55, 0.37, 0.23, 8.35 ]
[ 7.64, 0.26, 0.32, 8.35 ]
[ 7.58, 0.27, 0.21, 8.37 ]
[ 7.44, 0.26, 0.34, 8.39 ]
[ 7.26, 0.36, 0.2, 8.33 ]
[ 7.18, 0.24, 0.21, 8.36 ]
[ 7.16, 0.26, 0.35, 8.32 ]
[ 7.16, 0.35, 0.23, 8.31 ]
[ 7.09, 0.25, 0.22, 8.45 ]
[ 4.61, 0.25, 0.23, 8.45 ]
[ 4.58, 0.26, 0.33, 8.52 ]
[ 4.57, 0.37, 0.2, 8.4 ]
[ 4.57, 0.25, 0.22, 8.42 ]
[ 4.59, 0.25, 0.34, 8.43 ]
[ 4.57, 0.35, 0.22, 8.43 ]
[ 4.6, 0.25, 0.22, 8.43 ]
[ 4.59, 0.25, 0.34, 8.54 ]
[ 4.59, 0.38, 0.24, 8.47 ]
[ 4.57, 0.26, 0.22, 8.45 ]
[ 4.6, 0.25, 0.21, 8.42 ]
[ 4.62, 0.27, 0.35, 8.48 ]
[ 4.6, 0.37, 0.21, 8.49 ]
[ 4.6, 0.25, 0.2, 8.51 ]
[ 4.58, 0.25, 0.36, 8.48 ]
[ 4.57, 0.39, 0.2, 8.46 ]
[ 4.57, 0.24, 0.21, 8.48 ]
[ 4.59, 0.25, 0.23, 8.55 ]
[ 4.59, 0.25, 0.34, 8.44 ]
[ 4.57, 0.36, 0.22, 8.46 ]
[ 4.56, 0.27, 0.21, 8.51 ]
[ 4.56, 0.27, 0.34, 8.44 ]
[ 4.57, 0.35, 0.22, 8.44 ]
[ 4.55, 0.24, 0.21, 8.45 ]
[ 4.58, 0.25, 0.34, 8.52 ]
[ 4.54, 0.38, 0.21, 8.49 ]
[ 4.54, 0.25, 0.34, 8.45 ]
[ 4.55, 0.25, 0.44, 8.3 ]
[ 4.56, 0.26, 0.42, 8.34 ]
[ 4.6, 0.37, 0.27, 8.36 ]
[ 4.57, 0.26, 0.21, 8.31 ]
[ 4.55, 0.25, 0.34, 8.29 ]
[ 4.56, 0.37, 0.21, 8.33 ]
[ 4.58, 0.24, 0.21, 8.34 ]
[ 4.57, 0.25, 0.2, 8.3 ]
[ 4.56, 0.25, 0.36, 8.33 ]
[ 4.57, 0.35, 0.22, 8.31 ]
[ 4.54, 0.25, 0.32, 8.34 ]
[ 4.55, 0.34, 0.35, 8.34 ]
[ 4.58, 0.38, 0.22, 8.33 ]
[ 4.59, 0.25, 0.2, 8.37 ]
[ 4.61, 0.25, 0.35, 8.34 ]
[ 4.57, 0.37, 0.22, 8.32 ]
[ 4.58, 0.24, 0.2, 8.4 ]
[ 4.57, 0.24, 0.23, 8.39 ]
[ 4.55, 0.25, 0.35, 8.42 ]
[ 4.58, 0.36, 0.23, 8.41 ]
[ 4.58, 0.26, 0.21, 8.36 ]
[ 4.57, 0.26, 0.35, 8.35 ]
[ 4.56, 0.35, 0.21, 8.44 ]
[ 4.58, 0.24, 0.2, 8.39 ]
[ 4.54, 0.25, 0.33, 8.36 ]
[ 4.54, 0.35, 0.25, 8.26 ]
[ 4.55, 0.27, 0.22, 8.33 ]
[ 4.59, 0.24, 0.23, 8.39 ]
[ 4.56, 0.26, 0.36, 8.37 ]
[ 4.58, 0.39, 0.21, 8.34 ]
[ 4.55, 0.25, 0.21, 8.37 ]
[ 4.55, 0.26, 0.32, 8.37 ]
[ 4.56, 0.38, 0.22, 8.36 ]
[ 4.57, 0.27, 0.33, 8.4 ]
[ 4.58, 0.22, 0.37, 8.34 ]
[ 4.59, 0.25, 0.42, 8.31 ]
[ 4.58, 0.37, 0.32, 8.36 ]
[ 4.54, 0.23, 0.21, 8.35 ]
[ 4.54, 0.34, 0.35, 8.31 ]
[ 4.53, 0.37, 0.21, 8.43 ]
[ 4.55, 0.25, 0.28, 8.35 ]
[ 4.55, 0.25, 0.34, 8.38 ]
[ 4.55, 0.37, 0.22, 8.32 ]
[ 4.55, 0.24, 0.21, 8.32 ]
[ 4.54, 0.26, 0.23, 8.33 ]
[ 4.55, 0.25, 0.44, 8.33 ]
[ 4.53, 0.38, 0.22, 8.37 ]
[ 4.57, 0.26, 0.21, 8.37 ]
[ 4.54, 0.27, 0.35, 8.35 ]
[ 4.55, 0.38, 0.2, 8.35 ]
[ 4.57, 0.24, 0.21, 8.29 ]
[ 4.57, 0.25, 0.29, 8.3 ]
[ 4.55, 0.31, 0.28, 8.4 ]
[ 4.57, 0.3, 0.21, 8.46 ]
[ 4.51, 0.25, 0.23, 8.3 ]
[ 4.54, 0.26, 0.42, 8.28 ]
[ 4.53, 0.36, 0.2, 8.33 ]
[ 4.54, 0.26, 0.21, 8.38 ]
[ 4.54, 0.26, 0.34, 8.34 ]
[ 4.56, 0.37, 0.22, 8.35 ]
[ 4.56, 0.25, 0.2, 8.33 ]
[ 4.56, 0.25, 0.22, 8.46 ]
[ 4.57, 0.26, 0.33, 8.3 ]
[ 4.56, 0.37, 0.22, 8.34 ]
[ 4.54, 0.25, 0.23, 8.38 ]
[ 4.57, 0.26, 0.42, 8.39 ]
[ 4.57, 0.37, 0.21, 8.34 ]
[ 4.58, 0.26, 0.21, 8.32 ]
[ 4.56, 0.25, 0.34, 8.39 ]
[ 4.54, 0.37, 0.22, 8.35 ]
[ 4.55, 0.25, 0.21, 8.29 ]
[ 4.54, 0.25, 0.22, 8.43 ]
[ 4.53, 0.25, 0.35, 8.34 ]
[ 4.55, 0.37, 0.23, 8.35 ]
[ 4.54, 0.26, 0.3, 8.35 ]
[ 4.5, 0.27, 0.36, 8.39 ]
[ 0.94, 0.37, 0.22, 8.42 ]
[ 0, 0.24, 0.21, 8.44 ]
[ 0, 0.25, 0.31, 8.42 ]
[ 0, 0.34, 0.39, 8.49 ]
[ 0, 0.26, 0.44, 8.37 ]
[ 0, 0.38, 0.43, 8.4 ]
[ 0, 0.38, 0.43, 8.42 ]
[ 0.01, 0.43, 0.35, 8.35 ]
[ 0.01, 0.25, 0.21, 8.38 ]
[ 0, 0.27, 0.34, 8.44 ]
[ 0.01, 0.35, 0.21, 8.44 ]
[ 0, 0.24, 0.27, 8.42 ]
[ 0, 0.26, 0.21, 8.41 ]
[ 0.01, 0.26, 0.32, 8.37 ]
[ 0, 0.31, 0.34, 8.46 ]
[ 0, 0.26, 0.21, 8.45 ]
[ 0, 0.26, 0.36, 8.4 ]
[ 0, 0.38, 0.21, 8.41 ]
[ 0.01, 0.25, 0.2, 8.38 ]
[ 0, 0.32, 0.35, 8.45 ]
[ 0, 0.36, 0.3, 9.05 ]
[ 0.01, 0.24, 0.23, 9.27 ]
[ 0.02, 0.25, 0.21, 9.5 ]
[ 0, 0.38, 0.33, 9.91 ]
[ 0, 0.47, 0.35, 10.39 ]
[ 0.01, 0.39, 0.22, 11.59 ]
[ 0, 0.27, 0.32, 13.6 ]
[ 0, 0.36, 0.22, 14.81 ]
[ 0.02, 0.31, 0.21, 14.98 ]
[ 0, 0.25, 0.33, 14.77 ]
[ 0, 0.37, 0.22, 14.38 ]
[ 0.02, 0.25, 0.21, 14.16 ]
[ 0, 0.25, 0.21, 14.15 ]
[ 0.01, 0.25, 0.36, 13.9 ]
[ 0.01, 0.36, 0.22, 13.82 ]
[ 0.01, 0.26, 0.22, 13.87 ]
[ 0.01, 0.25, 0.33, 8.55 ]
[ 0, 0.37, 0.21, 8.55 ]
[ 0.02, 0.24, 0.22, 8.63 ]
[ 0, 0.25, 0.41, 8.55 ]
[ 0.02, 0.36, 0.23, 8.49 ]
[ 0.01, 0.25, 0.21, 8.5 ]
[ 0.01, 0.25, 0.22, 8.55 ]
[ 0, 0.26, 0.35, 8.47 ]
[ 0, 0.37, 0.2, 8.48 ]
[ 0, 0.25, 0.2, 8.49 ]
[ 0.01, 0.25, 0.35, 8.51 ]
[ 0.01, 0.36, 0.22, 8.47 ]
[ 0.01, 0.25, 0.21, 8.43 ]
[ 0, 0.26, 0.45, 8.53 ]
[ 0.01, 0.37, 0.21, 8.49 ]
[ 0.01, 0.24, 0.22, 8.51 ]
[ 0.01, 0.25, 0.22, 8.55 ]
[ 0.01, 0.26, 0.32, 8.46 ]
[ 0, 0.36, 0.2, 8.46 ]
[ 0.02, 0.25, 0.21, 8.5 ]
[ 0.01, 0.25, 0.4, 8.5 ]
[ 0, 0.36, 0.21, 8.54 ]
[ 0, 0.25, 0.21, 8.56 ]
[ 0.01, 0.25, 0.36, 8.56 ]
[ 0, 0.38, 0.23, 8.48 ]
[ 0, 0.25, 0.23, 8.44 ]
[ 0, 0.25, 0.21, 8.51 ]
[ 0, 0.26, 0.34, 8.54 ]
[ 0.01, 0.32, 0.21, 8.48 ]
[ 0, 0.24, 0.21, 8.51 ]
[ 0, 0.26, 0.35, 8.48 ]
[ 0, 0.37, 0.2, 8.48 ]
[ 0.01, 0.24, 0.21, 8.54 ]
[ 0.02, 0.26, 0.33, 8.55 ]
[ 0.01, 0.37, 0.22, 8.53 ]
[ 0.01, 0.25, 0.21, 8.51 ]
[ 0, 0.24, 0.29, 8.5 ]
[ 0, 0.32, 0.3, 8.54 ]
[ 0.01, 0.25, 0.32, 8.25 ]
[ 4.67, 0.25, 0.21, 8.41 ]
[ 4.5, 0.35, 0.33, 8.47 ]
[ 4.5, 0.37, 0.22, 8.44 ]
[ 4.53, 0.25, 0.23, 8.41 ]
[ 5, 0.26, 0.35, 8.43 ]
[ 5.22, 0.38, 0.22, 8.35 ]
[ 5.69, 0.24, 0.2, 8.38 ]
[ 6.52, 0.26, 0.2, 8.33 ]
[ 7.41, 0.25, 0.35, 8.32 ]
[ 7.72, 0.36, 0.21, 8.31 ]
[ 7.52, 0.25, 0.2, 8.4 ]
[ 7.3, 0.25, 0.36, 8.41 ]
[ 7.17, 0.39, 0.23, 8.46 ]
[ 7.11, 0.25, 0.2, 8.38 ]
[ 6.96, 0.26, 0.35, 8.4 ]
[ 4.53, 0.36, 0.22, 8.46 ]
[ 4.53, 0.24, 0.21, 8.45 ]
[ 4.55, 0.25, 0.23, 8.42 ]
[ 4.56, 0.26, 0.35, 8.46 ]
[ 4.54, 0.35, 0.21, 8.48 ]
[ 4.54, 0.24, 0.22, 8.43 ]
[ 4.56, 0.25, 0.35, 8.41 ]
[ 4.55, 0.36, 0.21, 8.41 ]
[ 4.53, 0.26, 0.22, 8.41 ]
[ 4.52, 0.26, 0.41, 8.49 ]
[ 4.55, 0.37, 0.24, 8.41 ]
[ 4.55, 0.26, 0.34, 8.42 ]
[ 4.55, 0.25, 0.21, 8.45 ]
[ 4.54, 0.25, 0.36, 8.45 ]
[ 4.52, 0.36, 0.22, 8.44 ]
[ 4.51, 0.25, 0.22, 8.47 ]
[ 4.54, 0.26, 0.36, 8.41 ]
[ 4.54, 0.38, 0.21, 8.45 ]
[ 4.54, 0.25, 0.21, 8.46 ]
[ 4.56, 0.25, 0.41, 8.37 ]
[ 4.54, 0.34, 0.27, 8.44 ]
[ 4.53, 0.28, 0.21, 8.46 ]
[ 4.52, 0.25, 0.2, 8.49 ]
[ 4.53, 0.25, 0.37, 8.49 ]
[ 4.54, 0.36, 0.22, 8.49 ]
[ 4.53, 0.24, 0.22, 8.45 ]
[ 4.54, 0.26, 0.35, 8.44 ]
[ 4.51, 0.38, 0.22, 8.42 ]
[ 4.51, 0.24, 0.21, 8.36 ]
[ 4.52, 0.38, 0.22, 8.36 ]
[ 4.54, 0.25, 0.33, 8.4 ]
[ 4.49, 0.35, 0.22, 8.4 ]
[ 4.5, 0.25, 0.23, 8.44 ]
[ 4.48, 0.25, 0.34, 8.4 ]
[ 4.47, 0.38, 0.22, 8.52 ]
[ 4.49, 0.25, 0.21, 8.43 ]
[ 4.47, 0.26, 0.34, 8.4 ]
[ 4.47, 0.36, 0.22, 8.4 ]
[ 4.48, 0.25, 0.21, 8.41 ]
[ 4.5, 0.25, 0.2, 8.44 ]
[ 4.48, 0.25, 0.35, 8.43 ]
[ 4.46, 0.36, 0.22, 8.39 ]
[ 4.46, 0.25, 0.22, 8.43 ]
[ 4.46, 0.25, 0.36, 8.43 ]
[ 4.47, 0.37, 0.22, 8.3 ]
[ 4.48, 0.26, 0.2, 8.45 ]
[ 4.47, 0.26, 0.33, 8.43 ]
[ 4.47, 0.37, 0.39, 8.42 ]
[ 4.47, 0.33, 0.34, 8.4 ]
[ 4.47, 0.27, 0.22, 8.4 ]
[ 4.45, 0.37, 0.36, 8.49 ]
[ 4.47, 0.38, 0.4, 8.41 ]
[ 4.48, 0.24, 0.23, 8.45 ]
[ 4.47, 0.26, 0.37, 8.4 ]
[ 4.47, 0.38, 0.34, 8.44 ]
[ 4.47, 0.24, 0.21, 8.4 ]
[ 4.46, 0.26, 0.21, 8.46 ]
[ 4.46, 0.25, 0.36, 8.47 ]
[ 4.48, 0.37, 0.21, 8.5 ]
[ 4.43, 0.25, 0.19, 8.49 ]
[ 4.49, 0.26, 0.37, 8.5 ]
[ 4.47, 0.37, 0.23, 8.47 ]
[ 4.49, 0.26, 0.21, 8.47 ]
[ 4.46, 0.26, 0.34, 8.42 ]
[ 4.45, 0.45, 0.25, 8.4 ]
[ 4.47, 0.26, 0.22, 8.4 ]
[ 4.49, 0.24, 0.2, 8.4 ]
[ 4.5, 0.25, 0.35, 8.42 ]
[ 4.47, 0.36, 0.21, 8.42 ]
[ 4.46, 0.24, 0.24, 8.42 ]
[ 4.47, 0.25, 0.36, 8.48 ]
[ 4.47, 0.37, 0.22, 8.47 ]
[ 4.47, 0.25, 0.21, 8.45 ]
[ 4.47, 0.25, 0.34, 8.43 ]
[ 4.46, 0.36, 0.23, 8.44 ]
[ 4.46, 0.25, 0.21, 8.41 ]
[ 4.48, 0.26, 0.22, 8.41 ]
[ 4.45, 0.25, 0.36, 8.4 ]
[ 4.45, 0.36, 0.23, 8.41 ]
[ 4.48, 0.24, 0.22, 8.33 ]
[ 5.03, 0.26, 0.33, 8.34 ]
[ 5.32, 0.38, 0.21, 8.4 ]
[ 5.94, 0.27, 0.2, 8.4 ]
[ 7.08, 0.28, 0.35, 8.21 ]
[ 7.8, 0.37, 0.32, 8.26 ]
[ 7.77, 0.36, 0.31, 8.28 ]
[ 7.49, 0.25, 0.2, 8.34 ]
[ 7.34, 0.25, 0.37, 8.24 ]
[ 7.25, 0.37, 0.23, 8.29 ]
[ 7.18, 0.25, 0.37, 8.38 ]
[ 5.77, 0.26, 0.34, 8.39 ]
[ 4.51, 0.36, 0.33, 8.43 ]
[ 4.5, 0.5, 0.26, 8.4 ]
[ 4.51, 0.25, 0.21, 8.44 ]
[ 4.5, 0.26, 0.35, 8.53 ]
[ 4.51, 0.33, 0.24, 8.47 ]
[ 4.5, 0.25, 0.26, 8.45 ]
[ 4.51, 0.25, 0.37, 8.41 ]
[ 4.51, 0.37, 0.23, 8.41 ]
[ 4.53, 0.25, 0.33, 8.48 ]
[ 4.51, 0.26, 0.34, 8.46 ]
[ 4.5, 0.37, 0.24, 8.44 ]
[ 4.52, 0.25, 0.2, 8.43 ]
[ 4.53, 0.25, 0.21, 8.43 ]
[ 4.53, 0.26, 0.35, 8.5 ]
[ 4.51, 0.36, 0.21, 8.47 ]
[ 4.5, 0.25, 0.23, 8.4 ]
[ 4.48, 0.26, 0.35, 8.35 ]
[ 4.51, 0.37, 0.22, 8.37 ]
[ 4.51, 0.26, 0.2, 8.38 ]
[ 4.52, 0.26, 0.32, 8.33 ]
[ 4.5, 0.32, 0.27, 8.41 ]
[ 4.51, 0.29, 0.22, 8.41 ]
[ 4.49, 0.25, 0.21, 8.42 ]
[ 4.49, 0.25, 0.37, 8.39 ]
[ 4.5, 0.38, 0.23, 8.4 ]
[ 4.52, 0.25, 0.22, 8.35 ]
[ 4.56, 0.26, 0.35, 8.42 ]
[ 4.51, 0.37, 0.22, 8.41 ]
[ 4.54, 0.45, 0.36, 8.39 ]
[ 4.51, 0.28, 0.23, 8.48 ]
[ 4.52, 0.25, 0.37, 8.38 ]
[ 4.49, 0.36, 0.22, 8.41 ]
[ 4.46, 0.25, 0.22, 8.43 ]
[ 4.46, 0.25, 0.43, 8.37 ]
[ 4.48, 0.36, 0.22, 8.42 ]
[ 4.46, 0.26, 0.22, 8.46 ]
[ 4.46, 0.26, 0.32, 8.43 ]
[ 4.46, 0.37, 0.22, 8.41 ]
[ 4.46, 0.25, 0.2, 8.45 ]
[ 4.48, 0.25, 0.21, 8.44 ]
[ 4.49, 0.25, 0.33, 8.47 ]
[ 4.48, 0.37, 0.22, 8.45 ]
[ 4.45, 0.24, 0.23, 8.42 ]
[ 4.43, 0.25, 0.44, 8.4 ]
[ 4.44, 0.38, 0.22, 8.39 ]
[ 4.47, 0.25, 0.22, 8.43 ]
[ 4.46, 0.26, 0.32, 8.46 ]
[ 4.47, 0.41, 0.27, 8.39 ]
[ 4.43, 0.38, 0.22, 8.42 ]
[ 4.45, 0.34, 0.22, 8.4 ]
[ 4.47, 0.34, 0.36, 8.4 ]
[ 4.47, 0.45, 0.23, 8.4 ]
[ 4.46, 0.34, 0.21, 8.39 ]
[ 4.45, 0.35, 0.37, 8.4 ]
[ 4.44, 0.44, 0.21, 8.46 ]
[ 4.46, 0.35, 0.19, 8.5 ]
[ 4.46, 0.35, 0.21, 8.46 ]
[ 4.45, 0.35, 0.36, 8.44 ]
[ 4.45, 0.46, 0.22, 8.46 ]
[ 4.45, 0.34, 0.24, 8.44 ]
[ 4.44, 0.38, 0.42, 8.4 ]
[ 4.46, 0.46, 0.22, 8.45 ]
[ 4.45, 0.35, 0.21, 8.38 ]
[ 4.46, 0.35, 0.36, 8.42 ]
[ 4.48, 0.5, 0.24, 8.4 ]
[ 4.45, 0.35, 0.22, 8.44 ]
[ 4.44, 0.35, 0.22, 8.47 ]
[ 4.45, 0.35, 0.35, 8.43 ]
[ 4.46, 0.44, 0.22, 8.34 ]
[ 4.46, 0.34, 0.23, 8.37 ]
[ 4.44, 0.34, 0.35, 8.42 ]
[ 4.45, 0.44, 0.23, 8.39 ]
[ 4.45, 0.35, 0.22, 8.42 ]
[ 4.45, 0.36, 0.32, 8.44 ]
[ 4.47, 0.41, 0.25, 8.41 ]
[ 4.47, 0.37, 0.2, 8.44 ]
[ 4.47, 0.34, 0.21, 8.41 ]
[ 5.12, 0.34, 0.36, 8.3 ]
[ 5.58, 0.43, 0.35, 8.33 ]
[ 6.41, 0.33, 0.23, 8.29 ]
[ 7.46, 0.35, 0.36, 8.36 ]
[ 7.77, 0.42, 0.21, 8.35 ]
[ 7.59, 0.35, 0.21, 8.29 ]
[ 7.37, 0.36, 0.37, 8.31 ]
[ 7.23, 0.34, 0.37, 8.29 ]
[ 7.2, 0.45, 0.22, 8.31 ]
[ 7.02, 0.34, 0.22, 8.43 ]
[ 4.56, 0.34, 0.36, 8.49 ]
[ 4.49, 0.53, 0.23, 8.4 ]
[ 4.52, 0.48, 0.39, 8.37 ]
[ 4.52, 0.38, 0.46, 8.36 ]
[ 4.51, 0.48, 0.23, 8.4 ]
[ 4.51, 0.36, 0.2, 8.45 ]
[ 4.51, 0.34, 0.21, 8.44 ]
[ 4.51, 0.35, 0.35, 8.36 ]
[ 4.5, 0.43, 0.21, 8.36 ]
[ 4.49, 0.34, 0.23, 8.35 ]
[ 4.48, 0.34, 0.37, 8.36 ]
[ 4.48, 0.45, 0.22, 8.42 ]
[ 4.49, 0.51, 0.35, 8.36 ]
[ 4.52, 0.35, 0.3, 8.37 ]
[ 4.49, 0.45, 0.37, 8.39 ]
[ 4.49, 0.42, 0.38, 8.4 ]
[ 4.49, 0.34, 0.2, 8.46 ]
[ 4.51, 0.35, 0.36, 8.43 ]
[ 4.5, 0.43, 0.22, 8.5 ]
[ 4.52, 0.34, 0.23, 8.44 ]
[ 4.53, 0.36, 0.35, 8.39 ]
[ 4.51, 0.43, 0.22, 8.37 ]
[ 4.53, 0.37, 0.2, 8.36 ]
[ 4.5, 0.35, 0.2, 8.44 ]
[ 4.48, 0.33, 0.34, 8.39 ]
[ 4.5, 0.44, 0.22, 8.37 ]
[ 4.49, 0.33, 0.36, 8.4 ]
[ 4.51, 0.35, 0.35, 8.36 ]
[ 4.48, 0.46, 0.22, 8.42 ]
[ 4.43, 0.36, 0.23, 8.49 ]
[ 4.43, 0.33, 0.35, 8.39 ]
[ 4.45, 0.45, 0.25, 8.38 ]
[ 4.48, 0.35, 0.23, 8.43 ]
[ 4.45, 0.35, 0.22, 8.41 ]
[ 4.48, 0.33, 0.34, 8.38 ]
[ 4.47, 0.44, 0.21, 8.39 ]
[ 4.42, 0.35, 0.32, 8.39 ]
[ 4.43, 0.34, 0.34, 8.38 ]
[ 4.44, 0.44, 0.24, 8.42 ]
[ 4.46, 0.35, 0.2, 8.43 ]
[ 4.45, 0.35, 0.28, 8.41 ]
[ 4.44, 0.41, 0.3, 8.47 ]
[ 4.47, 0.42, 0.22, 8.38 ]
[ 4.46, 0.34, 0.22, 8.42 ]
[ 4.45, 0.34, 0.35, 8.33 ]
[ 4.45, 0.46, 0.21, 8.3 ]
[ 4.45, 0.34, 0.23, 8.35 ]
[ 4.44, 0.34, 0.36, 8.27 ]
[ 4.45, 0.43, 0.23, 8.31 ]
[ 4.47, 0.36, 0.22, 8.34 ]
[ 4.46, 0.36, 0.22, 8.36 ]
[ 4.46, 0.34, 0.35, 8.36 ]
[ 4.45, 0.45, 0.21, 8.32 ]
[ 4.44, 0.34, 0.21, 8.27 ]
[ 4.46, 0.34, 0.37, 8.32 ]
[ 4.47, 0.45, 0.23, 8.32 ]
[ 4.47, 0.35, 0.22, 8.33 ]
[ 4.44, 0.35, 0.33, 8.29 ]
[ 4.45, 0.46, 0.24, 8.31 ]
[ 4.45, 0.36, 0.22, 8.32 ]
[ 4.46, 0.35, 0.22, 8.31 ]
[ 4.46, 0.33, 0.46, 8.34 ]
[ 4.46, 0.44, 0.22, 8.28 ]
[ 4.43, 0.34, 0.21, 8.27 ]
[ 4.43, 0.33, 0.35, 8.35 ]
[ 4.45, 0.43, 0.23, 8.28 ]
[ 4.45, 0.34, 0.23, 8.32 ]
[ 4.48, 0.36, 0.29, 8.26 ]
[ 4.46, 0.36, 0.31, 8.28 ]
[ 4.46, 0.42, 0.2, 8.33 ]
[ 4.45, 0.34, 0.21, 8.39 ]
[ 4.45, 0.34, 0.41, 8.38 ]
[ 4.77, 0.45, 0.21, 8.23 ]
[ 5.37, 0.24, 0.23, 8.25 ]
[ 6.05, 0.25, 0.38, 8.26 ]
[ 7.1, 0.35, 0.23, 8.23 ]
[ 7.61, 0.26, 0.21, 8.23 ]
[ 7.58, 0.26, 0.21, 8.18 ]
[ 7.44, 0.26, 0.35, 8.21 ]
[ 7.33, 0.37, 0.22, 8.25 ]
[ 7.14, 0.26, 0.21, 8.22 ]
[ 7.08, 0.26, 0.36, 8.18 ]
[ 5.58, 0.37, 0.23, 8.34 ]
[ 4.52, 0.25, 0.22, 8.28 ]
[ 4.5, 0.26, 0.34, 8.34 ]
[ 4.5, 0.37, 0.24, 8.29 ]
[ 4.48, 0.27, 0.22, 8.37 ]
[ 4.5, 0.26, 0.22, 8.32 ]
[ 4.51, 0.26, 0.37, 8.29 ]
[ 4.49, 0.35, 0.21, 8.31 ]
[ 4.49, 0.26, 0.22, 8.37 ]
[ 4.48, 0.25, 0.35, 8.33 ]
[ 4.49, 0.38, 0.24, 8.36 ]
[ 4.51, 0.25, 0.22, 8.3 ]
[ 4.51, 0.27, 0.29, 8.35 ]
[ 4.49, 0.26, 0.38, 8.42 ]
[ 4.48, 0.37, 0.21, 8.35 ]
[ 4.5, 0.25, 0.21, 8.28 ]
[ 4.53, 0.26, 0.35, 8.27 ]
[ 4.51, 0.38, 0.23, 8.3 ]
[ 4.5, 0.25, 0.22, 8.33 ]
[ 4.51, 0.26, 0.36, 8.28 ]
[ 4.5, 0.37, 0.23, 8.29 ]
[ 4.5, 0.27, 0.23, 8.29 ]
[ 4.51, 0.26, 0.22, 8.32 ]
[ 4.5, 0.26, 0.37, 8.29 ]
[ 4.43, 0.38, 0.34, 8.29 ]
[ 4.43, 0.25, 0.2, 8.33 ]
[ 4.45, 53.16, 0.36, 8.25 ]
[ 4.43, 8.69, 0.24, 8.25 ]
[ 4.42, 8.52, 0.23, 8.24 ]
[ 4.43, 8.48, 0.29, 8.16 ]
[ 4.38, 8.51, 0.3, 8.21 ]
[ 4.41, 8.71, 0.23, 8.21 ]
[ 4.4, 8.75, 0.22, 8.24 ]
[ 4.41, 8.82, 0.36, 8.23 ]
[ 4.4, 8.9, 0.36, 8.25 ]
[ 4.41, 8.84, 0.22, 8.24 ]
[ 4.39, 8.9, 0.34, 8.19 ]
[ 4.38, 8.93, 0.23, 8.21 ]
[ 4.4, 8.98, 0.24, 8.22 ]
